record_id,age_group_code,city_tier_code,income_q_code,edu_level_code,age_group_label,city_tier_label,income_q_label,edu_level_label,household_size,purchase_freq_per_month,transaction_value_inr,digital_literacy_score,consumer_awareness_index,price_sensitivity,product_availability,age_scaled,tier_scaled,income_scaled,perceived_quality,adoption_score,adoption_binary
8490,3,0,2,1,46-55,Tier-1,40_60pct,Secondary,1,1.493,765.31,0.7194,0.5901,0.5715,0.7037,0.25,1.0,0.5,0.5839,0.6019,1
8491,0,0,3,1,18-25,Tier-1,20_40pct,Secondary,3,1.0,191.38,0.2525,0.5385,0.5669,0.7051,1.0,1.0,0.25,0.4042,0.6002,1
8492,1,2,2,2,26-35,Tier-3,40_60pct,Graduate,3,13.197,212.44,0.4099,0.5915,0.6454,0.1279,0.75,0.0,0.5,0.4805,0.3278,0
8493,3,1,1,1,46-55,Tier-2,60_80pct,Secondary,6,1.882,568.54,0.0246,0.4945,0.4721,0.4061,0.25,0.5,0.75,0.5975,0.4387,0
8494,0,1,3,1,18-25,Tier-2,20_40pct,Secondary,5,3.489,2082.03,0.6146,0.5891,0.6317,0.3766,1.0,0.5,0.25,0.4446,0.4764,0
8495,4,1,2,2,55+,Tier-2,40_60pct,Graduate,7,4.369,679.13,0.028,0.5743,0.5473,,0.0,0.5,0.5,0.4912,0.5158,1
8496,4,0,2,0,55+,Tier-1,40_60pct,Below_Secondary,3,4.714,170.99,0.7431,0.2015,0.6409,0.5633,0.0,1.0,0.5,0.3946,0.3571,0
8497,2,0,2,2,36-45,Tier-1,40_60pct,Graduate,3,3.083,695.4,0.7102,0.6141,0.6921,0.5876,0.5,1.0,0.5,0.4217,0.5806,1
8498,0,2,3,2,18-25,Tier-3,20_40pct,Graduate,6,4.505,1338.33,0.4,0.6384,0.5508,0.3077,1.0,0.0,0.25,0.7219,0.4117,0
8499,1,1,3,1,26-35,Tier-2,20_40pct,Secondary,6,6.967,945.26,0.6191,0.4366,0.6597,0.4817,0.75,0.5,0.25,0.5748,0.4779,0
8500,1,0,1,2,26-35,Tier-1,60_80pct,Graduate,5,15.192,397.97,0.6536,,,0.5322,0.75,1.0,0.75,0.5489,0.4951,0
8501,1,0,2,3,26-35,Tier-1,40_60pct,Postgraduate,2,5.351,552.56,0.9878,0.9561,0.644,0.7331,0.75,1.0,0.5,0.6618,0.7243,1
8502,1,0,4,1,26-35,Tier-1,Bottom_20pct,Secondary,5,3.102,834.8,0.5507,0.5363,0.54,0.6583,0.75,1.0,0.0,0.6046,0.6086,1
8503,4,0,2,1,55+,Tier-1,40_60pct,Secondary,5,2.94,1115.68,0.717,0.6297,0.6014,0.6788,0.0,1.0,0.5,0.5657,0.5791,1
8504,0,0,4,2,18-25,Tier-1,Bottom_20pct,Graduate,1,6.187,564.63,0.9733,0.6296,0.5182,0.6909,1.0,1.0,0.0,0.5767,0.6043,1
8505,2,0,3,2,36-45,Tier-1,20_40pct,Graduate,3,4.931,264.85,0.0787,,0.4592,0.5595,0.5,1.0,0.25,0.3885,0.5763,1
8506,0,0,2,2,18-25,Tier-1,40_60pct,Graduate,7,2.727,597.71,0.4318,0.6955,0.4279,0.7989,1.0,1.0,0.5,0.4435,0.7611,1
8507,2,0,1,1,36-45,Tier-1,60_80pct,Secondary,3,2.047,488.68,0.0685,0.4955,0.5889,0.662,0.5,1.0,0.75,0.4609,0.5938,1
8508,3,0,1,0,46-55,Tier-1,60_80pct,Below_Secondary,2,24.917,857.24,0.1023,0.337,0.7509,0.6045,0.25,1.0,0.75,0.4996,0.4895,0
8509,1,2,2,3,26-35,Tier-3,40_60pct,Postgraduate,7,7.279,2443.52,0.2786,0.7677,0.4426,0.2772,0.75,0.0,0.5,0.4629,0.4944,0
8510,0,1,2,1,18-25,Tier-2,40_60pct,Secondary,5,1.158,1932.34,0.7926,0.5504,0.6364,0.4949,1.0,0.5,0.5,0.4575,0.5343,1
8511,2,2,3,2,36-45,Tier-3,20_40pct,Graduate,4,1.728,586.47,,0.4556,0.6602,0.3162,0.5,0.0,0.25,0.6836,0.4046,0
8512,2,0,3,2,36-45,Tier-1,20_40pct,Graduate,2,11.207,765.26,0.2707,0.7205,0.6476,0.69,0.5,1.0,0.25,0.4369,0.6295,1
8513,2,1,1,1,36-45,Tier-2,60_80pct,Secondary,2,5.406,205.98,0.2523,0.5183,0.5574,0.4638,0.5,0.5,0.75,0.6517,0.5106,1
8514,1,0,3,2,26-35,Tier-1,20_40pct,Graduate,3,1.861,1151.59,0.468,0.6729,0.5907,0.5355,0.75,1.0,0.25,0.4903,0.6221,1
8515,1,1,2,0,26-35,Tier-2,40_60pct,Below_Secondary,3,2.264,804.33,0.6921,0.4032,0.5166,0.3051,0.75,0.5,0.5,0.6123,0.4354,0
8516,4,0,1,3,55+,Tier-1,60_80pct,Postgraduate,3,2.381,1051.65,0.3779,0.7412,0.5899,0.6643,0.0,1.0,0.75,0.3577,0.5931,1
8517,3,0,1,0,46-55,Tier-1,60_80pct,Below_Secondary,3,1.031,315.61,0.3241,0.2517,0.6152,0.6298,0.25,1.0,0.75,0.6362,0.4793,0
8518,1,2,4,1,26-35,Tier-3,Bottom_20pct,Secondary,2,3.579,718.38,0.7271,0.438,0.5078,0.2391,0.75,0.0,0.0,0.6222,0.5185,1
8519,3,1,1,2,46-55,Tier-2,60_80pct,Graduate,6,7.253,395.46,0.4791,0.7775,0.534,0.409,0.25,0.5,0.75,0.4621,0.4729,0
8520,1,2,1,2,26-35,Tier-3,60_80pct,Graduate,5,4.151,1653.0,,0.5947,0.5804,0.1838,0.75,0.0,0.75,0.3247,0.4097,0
8521,1,0,1,0,26-35,Tier-1,60_80pct,Below_Secondary,6,5.335,980.73,0.8668,0.4003,0.6656,0.5281,0.75,1.0,0.75,0.3128,0.5378,1
8522,0,0,1,1,18-25,Tier-1,60_80pct,Secondary,6,4.524,1941.8,0.8066,0.5837,0.729,0.6425,1.0,1.0,0.75,0.5566,0.5949,1
8523,1,0,2,1,26-35,Tier-1,40_60pct,Secondary,3,1.0,254.79,,0.5051,0.6023,0.5087,0.75,1.0,0.5,0.6454,0.4355,0
8524,2,1,0,1,36-45,Tier-2,Top_20pct,Secondary,1,1.042,588.83,0.9458,0.5123,0.7387,0.3915,0.5,0.5,1.0,0.6965,0.4904,0
8525,0,1,3,2,18-25,Tier-2,20_40pct,Graduate,2,2.157,556.19,0.5549,0.8101,0.5912,0.4462,1.0,0.5,0.25,0.5846,0.5821,1
8526,1,2,1,0,26-35,Tier-3,60_80pct,Below_Secondary,7,11.002,906.47,0.6082,0.3342,0.6726,0.2409,0.75,0.0,0.75,0.4619,0.329,0
8527,2,0,2,2,36-45,Tier-1,40_60pct,Graduate,7,2.144,825.19,0.3092,0.7346,,0.6942,0.5,1.0,0.5,0.4788,0.6261,1
8528,2,1,0,2,36-45,Tier-2,Top_20pct,Graduate,4,1.981,726.71,0.2698,0.55,0.7503,0.4764,0.5,0.5,1.0,0.3721,0.4649,0
8529,2,0,4,3,36-45,Tier-1,Bottom_20pct,Postgraduate,4,1.0,177.06,0.4025,0.6279,0.5908,0.6654,0.5,1.0,0.0,0.5639,0.5522,1
8530,3,0,2,2,46-55,Tier-1,40_60pct,Graduate,5,17.892,264.07,,0.651,0.5794,0.6566,0.25,1.0,0.5,0.5757,0.6134,1
8531,0,1,3,1,18-25,Tier-2,20_40pct,Secondary,2,7.538,497.69,0.7768,0.4558,0.6797,0.3658,1.0,0.5,0.25,0.5285,0.4696,0
8532,2,1,3,1,36-45,Tier-2,20_40pct,Secondary,2,7.261,898.15,0.277,0.5328,0.6435,0.508,0.5,0.5,0.25,0.5758,0.4962,0
8533,2,0,3,3,36-45,Tier-1,20_40pct,Postgraduate,2,2.42,2521.22,0.4029,0.7587,0.5986,0.7107,0.5,1.0,0.25,0.5406,0.6573,1
8534,2,0,3,3,36-45,Tier-1,20_40pct,Postgraduate,6,1.0,798.12,0.646,0.8665,0.498,0.6282,0.5,1.0,0.25,0.385,0.6608,1
8535,1,0,0,1,26-35,Tier-1,Top_20pct,Secondary,1,1.529,1822.75,0.1546,0.6396,0.5757,0.5541,0.75,1.0,1.0,0.6344,0.5801,1
8536,0,0,3,3,18-25,Tier-1,20_40pct,Postgraduate,7,9.583,475.82,0.77,0.7366,0.57,0.6039,1.0,1.0,0.25,0.5202,0.5411,1
8537,3,0,1,2,46-55,Tier-1,60_80pct,Graduate,7,1.0,181.09,0.443,0.6499,0.5919,0.6637,0.25,1.0,0.75,0.6874,0.5511,1
8538,1,0,3,3,26-35,Tier-1,20_40pct,Postgraduate,1,11.233,992.55,0.4523,0.7648,,0.771,0.75,1.0,0.25,0.5728,0.5461,1
8539,3,0,4,2,46-55,Tier-1,Bottom_20pct,Graduate,6,3.837,655.44,0.0813,0.6846,0.6012,0.438,0.25,1.0,0.0,0.5254,0.4549,0
8540,2,2,4,3,36-45,Tier-3,Bottom_20pct,Postgraduate,3,6.268,456.74,0.4979,0.7668,0.6216,0.4383,0.5,0.0,0.0,0.4321,0.4534,0
8541,2,2,0,3,36-45,Tier-3,Top_20pct,Postgraduate,6,3.022,,0.2819,0.8121,0.7133,0.3484,0.5,0.0,1.0,0.4729,0.4725,0
8542,3,1,1,0,46-55,Tier-2,60_80pct,Below_Secondary,4,13.464,105.98,0.7544,0.2345,0.745,0.5599,0.25,0.5,0.75,0.3751,0.3624,0
8543,2,2,1,3,36-45,Tier-3,60_80pct,Postgraduate,7,1.37,1904.25,0.5335,0.6007,0.6441,0.364,0.5,0.0,0.75,0.4579,0.5401,1
8544,1,1,0,1,26-35,Tier-2,Top_20pct,Secondary,6,4.248,375.47,0.4105,0.4488,0.6141,0.5082,0.75,0.5,1.0,0.4245,0.4461,0
8545,1,0,0,1,26-35,Tier-1,Top_20pct,Secondary,1,1.0,1349.28,0.5408,0.5525,0.7914,0.6109,0.75,1.0,1.0,0.5452,0.4829,0
8546,3,0,1,2,46-55,Tier-1,60_80pct,Graduate,4,3.274,2982.63,0.2549,0.5289,0.6824,0.7164,0.25,1.0,0.75,0.5732,0.5363,1
8547,1,2,4,2,26-35,Tier-3,Bottom_20pct,Graduate,6,18.007,475.8,0.5058,0.4933,0.5991,0.2047,0.75,0.0,0.0,0.4486,0.4413,0
8548,1,1,2,3,26-35,Tier-2,40_60pct,Postgraduate,2,1.0,1809.45,0.5985,0.8618,0.6703,0.5519,0.75,0.5,0.5,0.5676,0.6316,1
8549,0,2,2,1,18-25,Tier-3,40_60pct,Secondary,1,3.533,1027.49,0.4176,0.4882,0.5491,0.2698,1.0,0.0,0.5,0.45,0.3622,0
8550,3,2,2,1,46-55,Tier-3,40_60pct,Secondary,4,4.61,1767.25,0.8811,0.4657,0.5984,0.3906,0.25,0.0,0.5,0.4127,0.4147,0
8551,0,1,2,0,18-25,Tier-2,40_60pct,Below_Secondary,1,13.423,698.63,0.8509,0.4947,0.5372,0.461,1.0,0.5,0.5,0.3358,0.5008,1
8552,2,0,4,1,36-45,Tier-1,Bottom_20pct,Secondary,2,1.765,937.21,0.3443,0.6313,0.5357,0.7443,0.5,1.0,0.0,0.5473,0.6102,1
8553,1,0,2,2,26-35,Tier-1,40_60pct,Graduate,2,3.495,1263.83,0.7794,,0.5654,0.6101,0.75,1.0,0.5,0.4402,0.5996,1
8554,1,0,0,1,26-35,Tier-1,Top_20pct,Secondary,2,21.79,168.59,0.5634,0.4874,0.5819,0.6232,0.75,1.0,1.0,0.7843,0.64,1
8555,2,0,2,1,36-45,Tier-1,40_60pct,Secondary,3,7.327,512.01,0.9026,0.4853,0.6268,0.7802,0.5,1.0,0.5,0.2748,0.6166,1
8556,0,0,4,1,18-25,Tier-1,Bottom_20pct,Secondary,6,8.315,172.76,0.7549,0.6204,0.7113,0.4726,1.0,1.0,0.0,0.5143,0.5342,1
8557,2,0,1,2,36-45,Tier-1,60_80pct,Graduate,4,7.582,589.55,0.1398,0.5647,0.5812,,0.5,1.0,0.75,0.5829,0.541,1
8558,2,0,2,0,36-45,Tier-1,40_60pct,Below_Secondary,7,3.62,457.62,0.6514,0.3566,0.7148,0.6355,0.5,1.0,0.5,0.405,0.4553,0
8559,3,1,0,2,46-55,Tier-2,Top_20pct,Graduate,3,2.849,2442.39,0.6582,0.6553,0.6367,0.5515,0.25,0.5,1.0,0.5157,0.4424,0
8560,0,0,0,1,18-25,Tier-1,Top_20pct,Secondary,7,1.471,3839.16,0.314,0.5922,0.7249,0.6329,1.0,1.0,1.0,0.5814,0.5018,1
8561,3,1,3,0,46-55,Tier-2,20_40pct,Below_Secondary,5,3.136,973.96,0.2846,0.4271,0.612,0.4621,0.25,0.5,0.25,0.4366,0.4516,0
8562,2,1,1,3,36-45,Tier-2,60_80pct,Postgraduate,5,1.0,2869.92,0.626,,0.5551,0.5404,0.5,0.5,0.75,0.6015,0.5423,1
8563,3,1,1,1,46-55,Tier-2,60_80pct,Secondary,7,1.0,773.81,0.2871,0.4382,0.7142,0.4691,0.25,0.5,0.75,0.4494,0.4523,0
8564,1,2,1,2,26-35,Tier-3,60_80pct,Graduate,7,1.693,359.18,0.2225,0.6188,0.6169,0.4777,0.75,0.0,0.75,0.3211,0.6096,1
8565,2,0,4,2,36-45,Tier-1,Bottom_20pct,Graduate,7,2.03,1319.68,0.2213,0.6462,0.563,0.7404,0.5,1.0,0.0,0.2757,0.6151,1
8566,3,0,0,2,46-55,Tier-1,Top_20pct,Graduate,1,6.147,498.51,0.2357,0.6069,0.6873,0.6986,0.25,1.0,1.0,0.7108,0.5658,1
8567,3,2,3,2,46-55,Tier-3,20_40pct,Graduate,1,1.0,582.83,0.0931,0.6589,0.5102,0.4755,0.25,0.0,0.25,0.8159,0.4793,0
8568,1,1,1,2,26-35,Tier-2,60_80pct,Graduate,1,7.943,1083.86,0.5253,0.6295,0.5954,0.4758,0.75,0.5,0.75,0.3618,0.548,1
8569,1,2,3,2,26-35,Tier-3,20_40pct,Graduate,7,8.067,438.22,0.0811,0.548,0.6182,0.3615,0.75,0.0,0.25,0.2889,0.4322,0
8570,1,0,4,1,26-35,Tier-1,Bottom_20pct,Secondary,3,4.422,4156.04,0.1102,0.5057,0.5431,0.6674,0.75,1.0,0.0,0.7364,0.5834,1
8571,1,2,1,1,26-35,Tier-3,60_80pct,Secondary,6,3.381,93.77,0.7025,0.4926,0.5205,0.3867,0.75,0.0,0.75,0.5542,0.3814,0
8572,1,2,0,3,26-35,Tier-3,Top_20pct,Postgraduate,2,3.15,231.78,0.4271,0.7797,0.742,0.3057,0.75,0.0,1.0,0.3337,0.5162,1
8573,1,1,0,3,26-35,Tier-2,Top_20pct,Postgraduate,1,2.728,784.49,0.4833,0.819,0.5667,0.4556,0.75,0.5,1.0,0.2523,0.5693,1
8574,3,0,3,1,46-55,Tier-1,20_40pct,Secondary,1,1.0,863.51,0.3834,0.4931,0.5688,0.5775,0.25,1.0,0.25,0.5038,0.5034,1
8575,0,2,0,0,18-25,Tier-3,Top_20pct,Below_Secondary,6,5.327,605.17,0.277,0.2994,0.7391,0.1986,1.0,0.0,1.0,0.3314,0.3275,0
8576,2,2,1,1,36-45,Tier-3,60_80pct,Secondary,5,4.305,637.21,0.67,0.4543,0.8029,0.4069,0.5,0.0,0.75,0.6424,0.2988,0
8577,0,2,1,2,18-25,Tier-3,60_80pct,Graduate,7,1.0,,0.3866,0.4147,0.5191,0.3806,1.0,0.0,0.75,0.5461,0.5014,1
8578,1,0,1,1,26-35,Tier-1,60_80pct,Secondary,2,1.133,1297.53,0.4163,0.5281,0.661,0.6212,0.75,1.0,0.75,0.4174,0.4607,0
8579,0,2,0,2,18-25,Tier-3,Top_20pct,Graduate,3,2.866,767.2,0.7423,0.6009,0.6946,0.3243,1.0,0.0,1.0,0.3154,0.4047,0
8580,1,0,3,3,26-35,Tier-1,20_40pct,Postgraduate,6,11.579,655.24,,0.8655,0.6293,0.7796,0.75,1.0,0.25,0.4981,0.7242,1
8581,2,0,3,3,36-45,Tier-1,20_40pct,Postgraduate,2,23.167,1219.87,0.448,0.8989,0.49,0.6066,0.5,1.0,0.25,0.583,0.7464,1
8582,3,1,1,0,46-55,Tier-2,60_80pct,Below_Secondary,5,6.958,1155.21,0.2911,0.4185,0.6467,0.3202,0.25,0.5,0.75,0.6598,0.3621,0
8583,0,0,2,3,18-25,Tier-1,40_60pct,Postgraduate,3,6.918,321.7,0.6676,0.8573,0.6856,0.7456,1.0,1.0,0.5,0.3927,0.7317,1
8584,1,1,2,2,26-35,Tier-2,40_60pct,Graduate,7,2.683,839.68,0.5282,0.6274,0.7366,0.4837,0.75,0.5,0.5,0.2156,0.4582,0
8585,1,1,3,0,26-35,Tier-2,20_40pct,Below_Secondary,4,4.231,673.56,0.7758,0.3743,0.6071,0.5096,0.75,0.5,0.25,0.6407,0.3314,0
8586,3,0,2,1,46-55,Tier-1,40_60pct,Secondary,7,1.325,1192.5,0.6504,0.505,0.5642,0.7979,0.25,1.0,0.5,0.3966,0.5132,1
8587,2,1,2,2,36-45,Tier-2,40_60pct,Graduate,7,6.7,1828.45,0.2132,0.6253,0.6611,0.3401,0.5,0.5,0.5,0.2978,0.3714,0
8588,1,2,2,3,26-35,Tier-3,40_60pct,Postgraduate,1,1.0,528.62,0.5927,0.6988,0.546,0.3036,0.75,0.0,0.5,0.5812,0.4658,0
8589,2,0,3,1,36-45,Tier-1,20_40pct,Secondary,3,2.7,1189.87,0.8056,0.5885,0.4565,0.6067,0.5,1.0,0.25,0.4974,0.649,1
8590,3,1,1,0,46-55,Tier-2,60_80pct,Below_Secondary,5,8.9,780.0,0.0113,0.382,0.7655,0.5192,0.25,0.5,0.75,0.527,0.4214,0
8591,0,0,1,1,18-25,Tier-1,60_80pct,Secondary,2,19.525,216.0,0.6468,0.5486,0.6454,0.7596,1.0,1.0,0.75,0.4326,0.6239,1
8592,1,1,1,3,26-35,Tier-2,60_80pct,Postgraduate,3,5.963,332.59,0.7077,0.9021,0.6369,0.5894,0.75,0.5,0.75,0.5124,0.6256,1
8593,3,0,2,3,46-55,Tier-1,40_60pct,Postgraduate,5,1.099,337.87,0.0071,0.888,0.666,0.46,0.25,1.0,0.5,0.7858,0.5607,1
8594,2,0,1,1,36-45,Tier-1,60_80pct,Secondary,6,4.232,1759.81,0.761,0.6695,0.6921,0.6226,0.5,1.0,0.75,0.6064,0.6213,1
8595,2,0,2,1,36-45,Tier-1,40_60pct,Secondary,7,4.111,226.77,0.6872,0.4269,0.7195,0.4502,0.5,1.0,0.5,0.6137,0.4346,0
8596,2,2,1,3,36-45,Tier-3,60_80pct,Postgraduate,3,16.873,164.98,0.7121,0.7366,0.6392,0.4668,0.5,0.0,0.75,0.4114,0.4919,0
8597,1,1,3,2,26-35,Tier-2,20_40pct,Graduate,1,9.169,1478.59,0.8469,0.5142,,0.5021,0.75,0.5,0.25,0.5122,0.5603,1
8598,2,1,0,3,36-45,Tier-2,Top_20pct,Postgraduate,6,1.0,810.45,0.4689,0.7572,0.6453,0.6062,0.5,0.5,1.0,0.518,0.6751,1
8599,2,0,2,3,36-45,Tier-1,40_60pct,Postgraduate,2,1.243,511.02,0.394,0.8506,0.6673,0.5187,0.5,1.0,0.5,0.4307,0.5748,1
8600,1,1,2,1,26-35,Tier-2,40_60pct,Secondary,6,9.223,,0.4995,0.4098,0.6589,0.583,0.75,0.5,0.5,0.513,0.4987,0
8601,2,0,1,2,36-45,Tier-1,60_80pct,Graduate,2,17.963,127.96,0.6784,0.7315,0.7839,0.8652,0.5,1.0,0.75,0.3018,0.6445,1
8602,3,0,2,0,46-55,Tier-1,40_60pct,Below_Secondary,3,1.745,72.24,0.026,0.4882,0.7021,0.5902,0.25,1.0,0.5,0.6677,0.5186,1
8603,0,1,3,2,18-25,Tier-2,20_40pct,Graduate,6,5.868,308.58,0.7623,0.6143,0.6769,0.4495,1.0,0.5,0.25,0.4849,0.5614,1
8604,1,0,1,2,26-35,Tier-1,60_80pct,Graduate,5,1.839,5274.08,0.1273,0.6253,0.6969,0.4946,0.75,1.0,0.75,0.5812,0.5409,1
8605,1,0,3,3,26-35,Tier-1,20_40pct,Postgraduate,1,1.0,821.14,0.3318,0.6016,0.5387,0.7265,0.75,1.0,0.25,0.5805,0.6404,1
8606,2,1,4,3,36-45,Tier-2,Bottom_20pct,Postgraduate,7,8.845,972.14,0.036,0.9163,0.3759,0.5497,0.5,0.5,0.0,0.4763,0.5544,1
8607,1,2,2,0,26-35,Tier-3,40_60pct,Below_Secondary,1,6.713,629.31,0.1725,0.3238,0.7161,0.2548,0.75,0.0,0.5,0.6654,0.3789,0
8608,2,0,3,1,36-45,Tier-1,20_40pct,Secondary,3,1.0,200.8,0.1914,0.4408,0.6245,0.6835,0.5,1.0,0.25,0.423,0.5461,1
8609,3,0,2,1,46-55,Tier-1,40_60pct,Secondary,4,1.0,432.9,0.791,0.4763,0.6685,0.6424,0.25,1.0,0.5,0.4605,0.5025,1
8610,1,0,2,3,26-35,Tier-1,40_60pct,Postgraduate,6,30.0,1823.57,0.5441,0.799,0.5907,0.5013,0.75,1.0,0.5,0.6587,0.581,1
8611,3,2,4,2,46-55,Tier-3,Bottom_20pct,Graduate,3,5.26,963.71,0.4648,0.6543,0.5474,0.3673,0.25,0.0,0.0,0.7239,0.4974,0
8612,4,2,1,3,55+,Tier-3,60_80pct,Postgraduate,6,8.058,75.61,0.1787,0.593,0.4743,0.35,0.0,0.0,0.75,0.4456,0.4507,0
8613,0,1,0,2,18-25,Tier-2,Top_20pct,Graduate,1,2.46,3191.41,,0.6638,0.6419,0.5256,1.0,0.5,1.0,0.4589,0.5045,1
8614,1,2,1,1,26-35,Tier-3,60_80pct,Secondary,7,3.652,610.54,0.8184,0.5356,0.6449,0.2772,0.75,0.0,0.75,0.4204,0.4271,0
8615,4,1,2,0,55+,Tier-2,40_60pct,Below_Secondary,6,4.836,333.21,0.9131,0.2586,0.6022,0.4614,0.0,0.5,0.5,0.6973,0.4011,0
8616,4,2,0,1,55+,Tier-3,Top_20pct,Secondary,7,8.2,516.4,0.7684,0.4402,0.671,0.2355,0.0,0.0,1.0,0.6323,0.3222,0
8617,0,0,4,2,18-25,Tier-1,Bottom_20pct,Graduate,2,2.069,446.42,0.478,0.6841,0.5971,0.595,1.0,1.0,0.0,0.3915,0.6103,1
8618,0,0,1,3,18-25,Tier-1,60_80pct,Postgraduate,3,5.578,348.0,0.2411,0.8303,0.6589,0.7401,1.0,1.0,0.75,0.2851,0.7331,1
8619,0,1,3,1,18-25,Tier-2,20_40pct,Secondary,7,7.473,1098.18,0.7843,0.3582,0.6106,0.4597,1.0,0.5,0.25,0.4686,0.4565,0
8620,4,0,1,3,55+,Tier-1,60_80pct,Postgraduate,7,8.177,316.28,0.3127,0.7443,0.5371,0.5296,0.0,1.0,0.75,0.6077,0.4815,0
8621,0,1,1,1,18-25,Tier-2,60_80pct,Secondary,3,3.458,304.23,0.4294,0.5354,0.5939,0.523,1.0,0.5,0.75,0.3195,0.522,1
8622,1,0,0,1,26-35,Tier-1,Top_20pct,Secondary,2,3.206,747.84,0.1854,0.5328,0.7447,0.7279,0.75,1.0,1.0,0.5786,0.5017,1
8623,3,1,1,2,46-55,Tier-2,60_80pct,Graduate,6,1.0,917.4,,0.4608,0.6347,0.6433,0.25,0.5,0.75,0.442,0.5942,1
8624,0,0,2,1,18-25,Tier-1,40_60pct,Secondary,7,3.443,1252.27,0.4003,0.5731,0.522,0.4589,1.0,1.0,0.5,0.5696,0.617,1
8625,2,0,4,3,36-45,Tier-1,Bottom_20pct,Postgraduate,3,6.052,1195.41,0.3661,0.6733,0.6179,0.6685,0.5,1.0,0.0,0.5176,0.544,1
8626,1,2,1,1,26-35,Tier-3,60_80pct,Secondary,5,12.666,757.76,0.7373,0.4281,0.6792,0.1568,0.75,0.0,0.75,0.5568,0.2866,0
8627,3,2,2,1,46-55,Tier-3,40_60pct,Secondary,2,1.0,134.47,0.4968,0.477,0.7327,0.1678,0.25,0.0,0.5,0.351,0.3725,0
8628,1,2,2,2,26-35,Tier-3,40_60pct,Graduate,2,17.35,,0.9815,0.5365,0.8201,0.4005,0.75,0.0,0.5,0.455,0.3309,0
8629,2,1,0,3,36-45,Tier-2,Top_20pct,Postgraduate,6,1.333,1622.86,0.6574,0.5484,0.6432,0.4071,0.5,0.5,1.0,0.5469,0.3886,0
8630,2,1,2,2,36-45,Tier-2,40_60pct,Graduate,2,1.0,844.08,0.9763,0.7184,0.578,0.4279,0.5,0.5,0.5,0.701,0.4368,0
8631,0,1,0,1,18-25,Tier-2,Top_20pct,Secondary,1,1.0,547.13,0.6626,0.6301,0.757,0.5387,1.0,0.5,1.0,0.4981,0.5317,1
8632,0,0,3,1,18-25,Tier-1,20_40pct,Secondary,3,23.095,391.97,0.6018,0.5143,0.6223,0.655,1.0,1.0,0.25,0.4756,0.5915,1
8633,1,0,3,0,26-35,Tier-1,20_40pct,Below_Secondary,4,4.116,1347.18,0.161,0.4241,0.6008,0.6471,0.75,1.0,0.25,0.5145,0.5096,1
8634,1,0,1,0,26-35,Tier-1,60_80pct,Below_Secondary,3,1.578,129.08,0.3518,0.3784,0.7196,0.4278,0.75,1.0,0.75,0.4153,0.3383,0
8635,3,2,2,3,46-55,Tier-3,40_60pct,Postgraduate,3,1.91,944.96,0.3154,0.6807,0.5698,0.3368,0.25,0.0,0.5,0.5819,0.4063,0
8636,3,0,0,0,46-55,Tier-1,Top_20pct,Below_Secondary,1,15.006,1091.77,0.7791,0.4178,0.7314,0.5826,0.25,1.0,1.0,0.4303,0.4949,0
8637,1,2,3,1,26-35,Tier-3,20_40pct,Secondary,5,11.511,91.85,0.5797,0.5352,0.6681,0.3842,0.75,0.0,0.25,0.5917,0.45,0
8638,2,1,3,2,36-45,Tier-2,20_40pct,Graduate,7,2.154,3697.12,0.3104,0.7835,0.5549,0.4515,0.5,0.5,0.25,0.5796,0.5462,1
8639,2,1,3,3,36-45,Tier-2,20_40pct,Postgraduate,5,1.0,5500.26,0.4838,0.5959,0.4844,0.5015,0.5,0.5,0.25,0.4311,0.5585,1
8640,3,0,1,1,46-55,Tier-1,60_80pct,Secondary,1,8.964,4511.68,0.7633,0.615,0.6152,0.4859,0.25,1.0,0.75,0.3875,0.5139,1
8641,1,0,1,1,26-35,Tier-1,60_80pct,Secondary,1,12.292,1239.45,0.2131,0.4959,0.6037,0.5252,0.75,1.0,0.75,0.5964,0.5672,1
8642,1,2,2,1,26-35,Tier-3,40_60pct,Secondary,1,9.086,3489.25,,0.395,0.6096,0.4461,0.75,0.0,0.5,0.6133,0.3051,0
8643,1,0,4,1,26-35,Tier-1,Bottom_20pct,Secondary,3,12.208,525.11,0.2389,0.528,0.495,0.5585,0.75,1.0,0.0,0.4513,0.4949,0
8644,2,0,4,1,36-45,Tier-1,Bottom_20pct,Secondary,1,4.289,5367.35,0.8402,0.5624,0.6005,0.5383,0.5,1.0,0.0,0.7361,0.5425,1
8645,1,0,1,2,26-35,Tier-1,60_80pct,Graduate,4,9.152,772.84,0.2335,0.5253,0.7656,0.6359,0.75,1.0,0.75,0.6272,0.5772,1
8646,1,0,3,0,26-35,Tier-1,20_40pct,Below_Secondary,7,14.404,106.48,0.7305,0.4279,0.6657,0.5745,0.75,1.0,0.25,0.4407,0.5261,1
8647,0,0,4,1,18-25,Tier-1,Bottom_20pct,Secondary,2,11.032,341.92,0.6537,0.5301,,0.5636,1.0,1.0,0.0,0.5289,0.5596,1
8648,2,1,1,1,36-45,Tier-2,60_80pct,Secondary,5,4.424,,0.3929,0.4122,0.7549,0.4604,0.5,0.5,0.75,0.5606,0.3552,0
8649,0,1,3,3,18-25,Tier-2,20_40pct,Postgraduate,6,6.863,790.0,0.4027,0.7202,0.5782,0.3708,1.0,0.5,0.25,0.7793,0.5556,1
